0,1
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'maintain', 'the', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'latent', 'capacity', 'to', 'act']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'in', 'second', 'reading', ',', 'be', 'at', 'the', 'root', 'of', 'this', 'directive']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'hold', 'to', 'the', 'defence', 'of', 'worker', 'in', 'this', 'sector']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'to', 'continue', 'to', 'support', 'the', 'latvia', 'on', 'the', 'issue', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['maij', 'weggen', 'report', '5', '2000']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'mister', 'the', 'commissioner']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', 'a5', '0241', '2000']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'sum', 'up', 'in', 'a', 'few', 'word', 'the', 'power', 'of', 'the', 'citizen', 'on', 'bureaucracy']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['on', 'others', 'who', 'be', 'unfortunately', 'in', 'the', 'reason', 'of', 'a', 'vengeance', 'gain']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'at', 'second', 'reading', ',', 'a', 'crisis', 'be', 'on', 'the', 'basis', 'of', 'this', 'amend', 'directive']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'even', 'less', 'transferable']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'no', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'go', 'back', 'to', 'article', '272']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'of', 'our', 'duty', 'to', 'continue', 'to', 'support', 'latvia', 'on', 'the', 'question', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['other', 'separate', 'unfortunately', 'because', 'of', 'a', 'grudge', 'accumulate']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['amendment', '7', 'proposes', 'certain', 'modification', 'in', 'the', 'reference', 'to', 'paragraph']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'the', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['the', 'specific', 'aid', 'as', 'the', 'support', 'of', 'the', 'market', 'or', 'the', 'premium', 'to', 'the', 'grass', 'be', 'necessary']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'at', '5', '30', 'p', 'm']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'even', 'less', 'transferable']"
"['the', 'leader', 'have', 'now', 'be', 'give', 'a', 'new', 'chance', 'and', 'let', 'us', 'hope', 'they', 'seize', 'it']","['the', 'leader', 'have', 'now', 'of', 'a', 'new', 'chance', 'and', 'let', 'therefore', 'the', 'take']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'sum', 'up', 'in', 'a', 'few', 'word', 'the', 'power', 'of', 'citizen', 'on', 'bureaucracy']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'maybe', 'then', 'could', 'have', 'avoid', 'a', 'catastrophe']"
['tunisia'],['tunisia']
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'report', 'mr', 'cashman', 's', 'can', 'be', 'summarise', 'in', 'a', 'few', 'word', 'the', 'power', 'of', 'people', 'on', 'the', 'tape']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'have', 'the', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'covert', 'inability', 'to', 'act']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mister', 'the', 'president', ',', 'i', 'be', 'anxious', 'to', 'take', 'the', 'defense', 'of', 'the', 'worker', 'of', 'this', 'sector']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['the', 'parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['users', 'will', 'be', 'the', 'loser', ',', 'with', 'employee', ',', 'and', 'european', 'competitiveness', 'and', 'growth', 'r', 'gresseront']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'part', 'of', 'the', 'parliamentary', 'one', 'that', 'be', 'rather', 'present', 'honorably']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['the', 'specific', 'aid', 'as', 'the', 'support', 'of', 'the', 'market', 'or', 'the', 'premium', 'on', 'grass', 'be', 'essential']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'preserve', 'the', 'unanimity', 'to', 'the', 'counsel', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'the', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', '5', '2000']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'unemployed', ',', 'tired', 'and', 'disappointed']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', '5', '2000']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'at', 'second', 'reading', ',', 'a', 'crisis', 'be', 'on', 'the', 'basis', 'of', 'this', 'amendment', 'of', 'directive']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['report', 'maij', 'weggen', 'a5', '0323', '2000']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'consumer', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'the', 'competitiveness', 'and', 'the', 'growth', 'european', 'r', 'gresseront']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['report', 'horsebox', 'orden', 'a5', '0241', '2000']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['some', 'separate', 'themselves', 'unfortunately', 'in', 'view', 'of', 'a', 'grudge', 'gain']"
['tunisia'],['tunisia']
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'ourselves', 'often', 'represent', 'european', 'citizen']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['users', 'will', 'be', 'the', 'loser', ',', 'with', 'employee', ',', 'and', 'r', 'gresseront', 'european', 'competitiveness', 'and', 'growth']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'maintain', 'unanimity', 'in', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'would', 'like', 'to', 'take', 'the', 'defence', 'of', 'worker', 'in', 'this', 'sector']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'keep', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'report', 'cashman', 'can', 'come', 'down', 'in', 'some', 'word', 'the', 'power', 'of', 'the', 'citizen', 'on', 'officialism']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'would', 'like', 'to', 'take', 'the', 'protection', 'of', 'worker', 'in', 'this', 'sector']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'place', 'to', '17h30']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'be', 'to', '17h30']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['the', 'european', 'union', 'itself', 'and', 'do', 'so', 'quickly']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'whole', 'must', 'be', 'in', 'balance']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['report', 'maij', 'weggen', 'in', 'particular', 'a5', '0323', '2000']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'appropriate', 'that', 'the', 'european', 'union', 'be', 'involve', 'and', 'that', 'it', 'make', 'it', 'quickly']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['it', 'do', 'not', 'exist', 'not', 'more', 'qualified', 'majority', 'within', 'this', 'parliament', 'to', 'come', 'back', 'to', 'the', 'item', '272']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['all', 'must', 'be', 'balance']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'would', 'perhaps', 'then', 'could', 'prevent', 'a', 'disaster']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'would', 'remind', 'you', 'that', 'one', 'of', 'our', 'ally', ',', 'it', 'be', 'very', 'much', 'of', 'this', 'tax']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['d', 'other', 'separate', 'themselves', 'unfortunately', 'because', 'of', 'an', 'accumulated', 'grudge']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'in', 'the', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'commissioner']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'whole', 'must', 'be', 'in', 'balance']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['the', 'specific', 'aid', 'as', 'the', 'support', 'of', 'the', 'market', 'or', 'the', 'premium', 'to', 'the', 'grass', 'be', 'essential']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mister', 'preside', 'over', 'it', ',', 'i', 'insist', 'on', 'take', 'the', 'defense', 'of', 'the', 'worker', 'of', 'this', 'sector']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['that', 'have', 'for', 'effect', 'to', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'to', 'the', 'detriment', 'of', 'the', 'small', 'one']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'would', 'like', 'to', 'remind', 'you', 'that', 'one', 'of', 'our', 'ally', ',', 'there', 'be', 'ardent', 'supporter', 'of', 'this', 'tax']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'at', '5', '30', 'p', 'm']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['the', 'occasional', 'aid', 'as', 'the', 'market', 'or', 'the', 'grass', 'be', 'essential']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['specific', 'aid', 'as', 'the', 'market', 'or', 'the', 'premium', 'on', 'grass', 'be', 'essential']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'mister', 'commissioner']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'often', 'take', 'pride', 'here', 'to', 'represent', 'the', 'citizen', 'of', 'europe']"
['tunisia'],['tunisia']
['tunisia'],['tunisia']
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['maij', 'weggen', 'report', 'a5', '0323', '2000']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarize', 'in', 'two', 'word', 'the', 'power', 'of', 'the', 'people', 'on', 'the', 'tape']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'might', 'then', 'have', 'to', 'avoid', 'a', 'disaster']"
"['the', 'leader', 'have', 'now', 'be', 'give', 'a', 'new', 'chance', 'and', 'let', 'us', 'hope', 'they', 'seize', 'it']","['the', 'leader', 'have', 'today', 'a', 'new', 'chance', 'and', 'let', 'them', 'therefore', 'seize', 'it']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'inactive', ',', 'be', 'tire', 'and', 'disappoint']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['amendment', 'no', '7', 'be', 'propose', 'certain', 'amendment', 'in', 'the', 'reference', 'to', 'the', 'paragraph']"
['tunisia'],['tunisia']
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'to', 'continue', 'to', 'support', 'latvia', 'on', 'the', 'issue', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'would', 'like', 'to', 'remind', 'you', 'that', 'among', 'our', 'ally', ',', 'there', 'be', 'ardent', 'supporter', 'of', 'this', 'tax']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['maij', 'weggen', 'report', 'a5', '0323', '2000']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'keep', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'that', 'the', 'european', 'union', 'be', 'mean', 'and', 'that', 'it', 'be', 'do', 'very', 'soon']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'one', 'of', 'the', 'members', 'who', 'be', 'quite', 'honourably', 'here']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['punctual', 'help', 'as', 'the', 'support', 'of', 'the', 'market', 'or', 'bonus', 'in', 'the', 'grass', 'be', 'necessary']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'whole', 'must', 'be', 'balance']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', 'a5', '0241', '2000']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'the', 'regulation', 'open', 'the', 'door', 'to', 'arbitrariness']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'part', 'of', 'parliamentarian', 'who', 'be', 'rather', 'present', 'honourably']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mister', 'the', 'president', ',', 'the', 'report', 'cashman', 'can', 'summarize', 'itself', 'in', 'some', 'word', 'the', 'strength', 'of', 'the', 'citizen', 'on', 'the', 'bureaucracy']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'that', 'the', 'european', 'union', 'be', 'involve', 'and', 'that', 'it', 'will', 'soon']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'one', 'of', 'the', 'members', 'who', 'be', 'quite', 'honourably', 'here']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'right', 'that', 'the', 'european', 'union', 'be', 'it', 'entail', ',', 'and', 'do', 'so', 'quickly']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'want', 'to', 'stand', 'up', 'for', 'worker', 'of', 'this', 'area']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'unit', 'must', 'be', 'in', 'balance']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'keep', 'l', 'unanimity', 'in', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['norms', 'be', 'barely', 'comparable', 'and', 'even', 'less', 'alienable']"
"['the', 'leader', 'have', 'now', 'be', 'give', 'a', 'new', 'chance', 'and', 'let', 'us', 'hope', 'they', 'seize', 'it']","['the', 'leader', 'be', 'here', 'today', 'to', 'a', 'new', 'chance', 'and', 'let', 'them', 'therefore', 'the', 'take']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'make', 'a', 'point', 'of', 'take', 'the', 'defense', 'of', 'the', 'worker', 'of', 'this', 'sector']"
['tunisia'],['tunisia']
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'no', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'go', 'back', 'to', 'article', '272']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'keep', 'unanimity', 'in', 'the', 'council', 'and', 'thus', 'a', 'latent', 'failure', 'to', 'act']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['the', 'report', 'maij', 'weggen', ',', 'a5', '0323', '2000']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'sum', 'up', 'in', 'a', 'few', 'word', 'the', 'power', 'of', 'citizen', 'on', 'bureaucracy']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'we', 'pride', 'often', 'here', 'of', 'represent', 'the', 'european', 'citizen']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['maij', 'weggen', 'report', 'a5', '0323', '2000']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'procedure', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['other', 'separate', 'unfortunately', 'because', 'of', 'an', 'accumulated', 'resentment']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'want', 'to', 'remind', 'you', 'that', 'of', 'our', 'ally', ',', 'it', 'be', 'of', 'major', 'of', 'tax']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['maij', 'weggen', 'report', 'a5', '0323', '2000']"
