0,1
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['that', 'cause', 'to', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', 'to', 'the', 'detriment', 'of', 'small']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'to', 'continue', 'to', 'support', 'latvia', 'on', 'the', 'question', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'procedure', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'no', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'go', 'back', 'to', 'article', '272']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['specific', 'aid', 'as', 'the', 'market', 'or', 'the', 'premium', 'on', 'grass', 'be', 'essential']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'of', 'continue', 'to', 'support', 'the', 'latvia', 'on', 'the', 'issue', 'of', 'the', 'integration', 'of', 'the', 'russian', 'people']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'at', '17h30']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'could', 'perhaps', 'then', 'have', 'avoid', 'a', 'catastrophe']"
['tunisia'],['tunisia']
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'still', 'less', 'transferable']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'might', 'then', 'have', 'to', 'avoid', 'a', 'disaster']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'keep', 'unanimity', 'in', 'council', 'and', 'therefore', 'a', 'latent', 'incapacity', 'to', 'act']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['it', 'do', 'not', 'exist', 'either', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'return', 'to', 'article', '272']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'would', 'maybe', 'then', 'have', 'be', 'able', 'to', 'avoid', 'a', 'disaster']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['consumers', 'will', 'be', 'the', 'loser', ',', 'with', 'worker', 'and', 'competitiveness', 'and', 'growth', 'regress']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'commissioner']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['then', 'we', 'might', 'have', 'be', 'able', 'to', 'avoid', 'a', 'disaster']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', 'a5', '0241', '2000']"
['tunisia'],['tunisia']
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'be', 'often', 'here', 'to', 'represent', 'the', 'citizen', 'of', 'europe']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'commissioner']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['it', 'have', 'the', 'effect', 'of', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', ',', 'to', 'the', 'detriment', 'of', 'the', 'small', 'one']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'one', 'of', 'the', 'members', 'who', 'be', 'quite', 'honourably', 'here']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'will', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'the', 'competitiveness', 'and', 'growth', 'regress']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'no', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'go', 'back', 'to', 'article', '272']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'even', 'less', 'transferable']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'one', 'of', 'the', 'members', 'who', 'be', 'rather', 'present']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'preserve', 'the', 'unanimity', 'to', 'the', 'advice', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', 'a5', '0241', '2000']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'suit', 'that', 'the', 'european', 'union', 'be', 'imply', 'and', 'that', 'it', 'makesit', 'rapidly']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'be', 'often', 'here', 'to', 'represent', 'the', 'european', 'citizen']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'idle', ',', 'tired', 'and', 'disappointed']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'mr', 'commissioner']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['users', 'will', 'be', 'the', 'loser', ',', 'with', 'employee', ',', 'and', 'european', 'competitiveness', 'and', 'growth', 'r', 'gresseront']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'norm', 'be', 'hardly', 'comparable', 'and', 'still', 'less', 'transferable']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'want', 'to', 'remind', 'you', 'that', 'of', 'our', 'ally', ',', 'it', 'be', 'of', 'much', 'of', 'this', 'tax']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'the', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary', 'one']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['mrs', 'maij', 'weggen', 's', 'report', '5', '2000']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'sum', 'up', 'in', 'a', 'few', 'word', 'the', 'power', 'of', 'the', 'citizen', 'on', 'the', 'bureaucracy']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'the', 'regulation', 'open', 'the', 'door', 'to', 'arbitrary', 'power']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'maintain', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['a', 'specific', 'aid', 'as', 'the', 'support', 'of', 'the', 'market', 'or', 'the', 'premium', 'on', 'grass', 'be', 'essential']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'will', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'the', 'european', 'competitiveness', 'and', 'growth', 'will', 'recede']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'often', 'take', 'pride', 'here', 'in', 'represent', 'the', 'european', 'citizen']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'of', 'our', 'duty', 'to', 'continue', 'to', 'support', 'the', 'latvia', 'on', 'the', 'question', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'mister', 'the', 'police', 'chief']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', 'a5', '0241', '2000']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['the', 'amendment', '7', 'propose', 'some', 'change', 'in', 'the', 'reference', 'to', 'the', 'paragraph']"
['tunisia'],['tunisia']
"['the', 'leader', 'have', 'now', 'be', 'give', 'a', 'new', 'chance', 'and', 'let', 'us', 'hope', 'they', 'seize', 'it']","['the', 'leader', 'have', 'today', 'a', 'new', 'chance', 'and', 'let', 'them', 'therefore', 'seize', 'it']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mister', 'preside', 'over', 'it', ',', 'the', 'relation', 'cashman', 'can', 'amount', 'in', 'some', 'word', 'the', 'power', 'of', 'the', 'citizen', 'on', 'the', 'bureaucracy']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['d', 'others', 'part', 'unfortunately', 'in', 'reason', 'd', 'a', 'collected', 'resentment']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'of', 'our', 'duty', 'of', 'continue', 'press', 'latvia', 'on', 'the', 'question', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['all', 'must', 'be', 'in', 'balance']"
['tunisia'],['tunisia']
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'even', 'less', 'transferable']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['report', 'van', 'orden', 'a5', '0241', '2000']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'part', 'of', 'the', 'member', 'of', 'parliament', 'who', 'be', 'rather', 'honorably', 'present']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'maintain', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['the', 'leader', 'have', 'now', 'be', 'give', 'a', 'new', 'chance', 'and', 'let', 'us', 'hope', 'they', 'seize', 'it']","['the', 'leader', 'profit', 'today', 'from', 'a', 'new', 'chance', 'and', 'thus', 'let', 'them', 'seize', 'it']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'commissioner']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['the', 'parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['that', 'be', 'to', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', 'to', 'the', 'detriment', 'of', 'small']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'one', 'of', 'those', 'members', 'who', 'be', 'quite', 'properly', 'here']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'already', 'explain', 'it', 'in', 'second', 'reading', ',', 'a', 'crisis', 'be', 'locate', 'to', 'the', 'basis', 'of', 'this', 'modification', 'of', 'directive']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['report', 'ratio', 'maij', 'weggen', 'a5', '0323', '2000']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'make', 'a', 'point', 'of', 'recall', 'you', 'that', 'among', 'our', 'ally', ',', 'there', 'be', 'enthusiast', 'of', 'this', 'tax']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'will', 'be', 'the', 'loser', ',', 'with', 'employee', ',', 'and', 'european', 'competitiveness', 'and', 'growth', 'will', 'diminish']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'in', 'second', 'reading', ',', 'a', 'crisis', 'be', 'on', 'the', 'basis', 'of', 'this', 'amendment', 'of', 'directive']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'will', 'be', 'the', 'loser', ',', 'with', 'employee', ',', 'and', 'european', 'competitiveness', 'and', 'growth', 'will', 'diminish']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'would', 'like', 'to', 'take', 'the', 'defence', 'of', 'worker', 'in', 'this', 'sector']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['report', 'ratio', 'van', 'orden', 'a5', '0241', '2000']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'should', 'like', 'to', 'take', 'the', 'defence', 'of', 'worker', 'in', 'this', 'sector']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'will', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'the', 'competitiveness', 'and', 'the', 'european', 'growth', 'will', 'decline']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'whole', 'must', 'be', 'in', 'balance']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'keep', 'unanimity', 'in', 'the', 'council', ',', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'the', 'competitiveness', 'and', 'growth', 'european', 'r', 'gresseront']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'commissioner']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'would', 'like', 'to', 'take', 'the', 'defence', 'of', 'worker', 'in', 'this', 'sector']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'norm', 'be', 'scarcely', 'comparable', 'and', 'again', 'less', 'transf', 'rables']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['specific', 'aid', 'as', 'the', 'support', 'of', 'the', 'market', 'or', 'the', 'premium', 'to', 'grass', 'be', 'essential']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'the', 'paragraph']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['consumers', 'will', 'be', 'the', 'loser', ',', 'with', 'employee', ',', 'and', 'competitiveness', 'and', 'growth', 'r', 'gresseront', 'european']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['the', 'leader', 'have', 'now', 'be', 'give', 'a', 'new', 'chance', 'and', 'let', 'us', 'hope', 'they', 'seize', 'it']","['the', 'leader', 'now', 'have', 'a', 'new', 'chance', 'and', 'let', 'them', 'therefore', 'take']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'rule', 'be', 'comparable', 'only', 'good', ',', 'let', 'alone']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['amendment', '7', 'offer', 'certain', 'modification', 'in', 'reference', 'to', 'paragraph']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['report', 'van', 'orden', ',', 'a5', '0241', '2000']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'regulation', 'open', 'the', 'door', 'to', 'arbitrariness']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'appropriate', 'that', 'the', 'european', 'union', 'be', 'imply', 'and', 'that', 'it', 'do', 'it', 'quickly']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['amendment', 'no', '7', 'be', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'at', '5', '30', 'p', 'm']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'would', 'perhaps', 'have', 'be', 'able', 'to', 'then', 'avoid', 'a', 'disaster']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'at', '5', '30', 'p', 'm']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['often', 'we', 'pride', 'ourselves', 'here', 'to', 'represent', 'the', 'people', 'of', 'europe']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'still', 'less', 'transferable']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'at', 'second', 'reading', ',', 'a', 'crisis', 'be', 'at', 'the', 'root', 'of', 'this', 'amendment', 'of', 'directive']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'at', 'second', 'reading', ',', 'a', 'crisis', 'be', 'on', 'the', 'basis', 'of', 'this', 'amendment', 'of', 'directive']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'appropriate', 'that', 'the', 'european', 'union', 'mean', 'and', 'that', 'it', 'should', 'do', 'so', 'quickly']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['other', 'separate', 'unfortunately', 'a', 'accumulated', 'resentment']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'might', 'have', 'be', 'able', 'to', 'prevent', 'a', 'disaster']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'would', 'like', 'to', 'remind', 'you', 'that', 'one', 'of', 'our', 'ally', ',', 'there', 'be', 'strong', 'this', 'tax']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'of', 'our', 'duty', 'of', 'continue', 'to', 'support', 'the', 'country', 'on', 'the', 'issue', 'of', 'the', 'integration', 'of', 'the', 'russian', 'people']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['vote', 'will', 'take', 'place', 'at', '17', 'h', '30']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'no', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'go', 'back', 'to', 'article', '272']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'hold', 'you', 'recall', 'that', 'our', 'ally', ',', 'there', 'be', 'enthusiastic', 'about', 'this', 'tax']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'often', 'take', 'pride', 'here', 'to', 'represent', 'the', 'citizen', 'of', 'europe']"
